Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
6/21/2021,Monday,172,8,June,Summer,Wind,7,2028
8/29/2021,Sunday,241,18,August,Summer,Wind,17,7117
8/21/2020,Friday,234,20,August,Summer,Wind,19,7127
4/26/2021,Monday,116,4,April,Spring,Wind,3,9366
8/12/2022,Friday,224,4,August,Summer,Wind,3,3948
8/18/2021,Wednesday,230,14,August,Summer,Solar,13,5309
12/3/2020,Thursday,338,3,December,Winter,Wind,2,3487
7/13/2022,Wednesday,194,0,July,Summer,Wind,23,1300
7/22/2020,Wednesday,204,9,July,Summer,Wind,8,2254
6/7/2020,Sunday,159,8,June,Summer,Wind,7,1900
12/31/2020,Thursday,366,2,December,Winter,Wind,1,5746
5/17/2022,Tuesday,137,19,May,Spring,Solar,18,4803
9/27/2020,Sunday,271,5,September,Fall,Wind,4,10755
1/16/2022,Sunday,16,3,January,Winter,Wind,2,1615
11/23/2022,Wednesday,327,9,November,Fall,Wind,8,9532
11/15/2020,Sunday,320,11,November,Fall,Wind,10,14385
11/23/2022,Wednesday,327,3,November,Fall,Wind,2,7420
7/6/2021,Tuesday,187,2,July,Summer,Wind,1,8821
7/26/2021,Monday,207,17,July,Summer,Solar,16,7000
3/20/2022,Sunday,79,8,March,Spring,Wind,7,4385
9/4/2021,Saturday,247,20,September,Fall,Wind,19,1068
3/13/2021,Saturday,72,5,March,Spring,Wind,4,14653
11/15/2021,Monday,319,12,November,Fall,Wind,11,4114
7/13/2022,Wednesday,194,14,July,Summer,Solar,13,6855
11/10/2020,Tuesday,315,8,November,Fall,Wind,7,449
3/8/2022,Tuesday,67,21,March,Spring,Wind,20,5568
11/16/2020,Monday,321,6,November,Fall,Wind,5,9519
1/8/2021,Friday,8,21,January,Winter,Wind,20,917
10/7/2021,Thursday,280,4,October,Fall,Wind,3,1775
1/2/2022,Sunday,2,19,January,Winter,Wind,18,13459
11/16/2022,Wednesday,320,4,November,Fall,Wind,3,8750
6/14/2021,Monday,165,21,June,Summer,Wind,20,1689
1/3/2021,Sunday,3,5,January,Winter,Wind,4,1534
12/21/2021,Tuesday,355,12,December,Winter,Solar,11,3572
7/7/2022,Thursday,188,19,July,Summer,Wind,18,8067
7/23/2021,Friday,204,1,July,Summer,Wind,0,4087
5/6/2022,Friday,126,21,May,Spring,Wind,20,3190
3/28/2022,Monday,87,21,March,Spring,Wind,20,1887
4/7/2020,Tuesday,98,21,April,Spring,Wind,20,2102
1/25/2021,Monday,25,19,January,Winter,Wind,18,3561
5/1/2020,Friday,122,7,May,Spring,Wind,6,6590
9/7/2022,Wednesday,250,17,September,Fall,Wind,16,6353
7/20/2022,Wednesday,201,2,July,Summer,Wind,1,3765
10/18/2020,Sunday,292,7,October,Fall,Wind,6,805
5/19/2022,Thursday,139,20,May,Spring,Wind,19,2881
2/8/2022,Tuesday,39,17,February,Winter,Wind,16,4263
4/23/2022,Saturday,113,1,April,Spring,Wind,0,5823
9/16/2020,Wednesday,260,13,September,Fall,Solar,12,3732
5/6/2021,Thursday,126,12,May,Spring,Wind,11,6946
3/17/2021,Wednesday,76,20,March,Spring,Wind,19,7157
6/5/2022,Sunday,156,17,June,Summer,Wind,16,9410
1/26/2021,Tuesday,26,15,January,Winter,Wind,14,5549
4/3/2022,Sunday,93,11,April,Spring,Solar,10,5971
7/15/2021,Thursday,196,13,July,Summer,Wind,12,9310
10/27/2020,Tuesday,301,0,October,Fall,Wind,23,8258
9/5/2021,Sunday,248,4,September,Fall,Wind,3,477
8/30/2021,Monday,242,9,August,Summer,Wind,8,3673
4/13/2020,Monday,104,5,April,Spring,Wind,4,4168
12/27/2020,Sunday,362,15,December,Winter,Wind,14,11170
12/13/2022,Tuesday,347,20,December,Winter,Wind,19,3704
3/20/2022,Sunday,79,17,March,Spring,Wind,16,3857
7/18/2022,Monday,199,3,July,Summer,Wind,2,4269
7/8/2020,Wednesday,190,23,July,Summer,Wind,22,1663
2/6/2022,Sunday,37,17,February,Winter,Wind,16,16334
11/25/2020,Wednesday,330,6,November,Fall,Wind,5,6214
6/30/2022,Thursday,181,4,June,Summer,Wind,3,1083
12/16/2022,Friday,350,12,December,Winter,Wind,11,4712
11/27/2022,Sunday,331,21,November,Fall,Wind,20,7343
9/24/2021,Friday,267,0,September,Fall,Wind,23,984
9/3/2021,Friday,246,17,September,Fall,Solar,16,2829
7/21/2021,Wednesday,202,23,July,Summer,Wind,22,2592
10/20/2020,Tuesday,294,20,October,Fall,Wind,19,9273
11/12/2021,Friday,316,17,November,Fall,Wind,16,3733
6/19/2021,Saturday,170,21,June,Summer,Wind,20,4419
9/7/2020,Monday,251,0,September,Fall,Wind,23,1722
4/23/2021,Friday,113,15,April,Spring,Solar,14,9027
2/16/2020,Sunday,47,19,February,Winter,Wind,18,11999
6/13/2020,Saturday,165,17,June,Summer,Wind,16,5839
10/31/2020,Saturday,305,2,October,Fall,Wind,1,1829
11/25/2022,Friday,329,16,November,Fall,Wind,15,4341
10/3/2020,Saturday,277,2,October,Fall,Wind,1,3215
7/10/2022,Sunday,191,23,July,Summer,Wind,22,4643
11/16/2021,Tuesday,320,19,November,Fall,Wind,18,1101
4/6/2022,Wednesday,96,17,April,Spring,Wind,16,13540
8/25/2022,Thursday,237,20,August,Summer,Wind,19,4858
3/10/2020,Tuesday,70,0,March,Spring,Wind,23,11191
11/1/2022,Tuesday,305,22,November,Fall,Wind,21,12260
8/10/2021,Tuesday,222,0,August,Summer,Wind,23,676
12/1/2021,Wednesday,335,19,December,Winter,Wind,18,7503
12/6/2020,Sunday,341,1,December,Winter,Wind,0,3896
2/9/2020,Sunday,40,12,February,Winter,Wind,11,15238
7/15/2021,Thursday,196,23,July,Summer,Wind,22,5285
7/25/2022,Monday,206,0,July,Summer,Wind,23,5596
1/13/2022,Thursday,13,19,January,Winter,Wind,18,2867
1/12/2022,Wednesday,12,13,January,Winter,Solar,12,5070
6/11/2020,Thursday,163,10,June,Summer,Wind,9,3394
8/24/2022,Wednesday,236,21,August,Summer,Wind,20,1375
10/8/2020,Thursday,282,5,October,Fall,Wind,4,6790
11/25/2020,Wednesday,330,18,November,Fall,Wind,17,2800
4/26/2022,Tuesday,116,4,April,Spring,Wind,3,1980
8/14/2021,Saturday,226,20,August,Summer,Solar,19,1147
9/13/2020,Sunday,257,13,September,Fall,Solar,12,3974
5/18/2020,Monday,139,18,May,Spring,Solar,17,4683
1/20/2020,Monday,20,13,January,Winter,Wind,12,6951
3/7/2020,Saturday,67,11,March,Spring,Solar,10,4227
4/21/2022,Thursday,111,3,April,Spring,Wind,2,3343
9/11/2021,Saturday,254,23,September,Fall,Wind,22,613
5/13/2022,Friday,133,0,May,Spring,Wind,23,1952
9/13/2021,Monday,256,19,September,Fall,Wind,18,2067
9/16/2022,Friday,259,1,September,Fall,Wind,0,1791
7/14/2021,Wednesday,195,20,July,Summer,Wind,19,7226
3/20/2021,Saturday,79,11,March,Spring,Solar,10,7338
7/23/2021,Friday,204,22,July,Summer,Wind,21,5679
2/22/2021,Monday,53,19,February,Winter,Wind,18,4522
12/1/2021,Wednesday,335,18,December,Winter,Wind,17,8187
12/19/2020,Saturday,354,5,December,Winter,Wind,4,11182
11/11/2021,Thursday,315,1,November,Fall,Wind,0,1117
11/21/2021,Sunday,325,18,November,Fall,Wind,17,3382
3/8/2021,Monday,67,9,March,Spring,Wind,8,3736
1/3/2021,Sunday,3,18,January,Winter,Wind,17,1978
12/16/2021,Thursday,350,22,December,Winter,Wind,21,5546
5/6/2021,Thursday,126,3,May,Spring,Wind,2,3195
3/7/2022,Monday,66,13,March,Spring,Wind,12,10894
8/14/2021,Saturday,226,21,August,Summer,Wind,20,700
7/22/2022,Friday,203,1,July,Summer,Wind,0,3023
8/26/2020,Wednesday,239,5,August,Summer,Wind,4,9338
3/15/2020,Sunday,75,17,March,Spring,Wind,16,7035
5/10/2021,Monday,130,17,May,Spring,Wind,16,7215
7/26/2021,Monday,207,8,July,Summer,Wind,7,1890
12/4/2022,Sunday,338,17,December,Winter,Wind,16,2047
11/7/2020,Saturday,312,7,November,Fall,Wind,6,6552
8/15/2022,Monday,227,3,August,Summer,Wind,2,2162
8/26/2020,Wednesday,239,20,August,Summer,Wind,19,4709
12/12/2022,Monday,346,7,December,Winter,Wind,6,1038
1/27/2021,Wednesday,27,13,January,Winter,Wind,12,5380
12/1/2020,Tuesday,336,18,December,Winter,Wind,17,6506
8/29/2022,Monday,241,19,August,Summer,Wind,18,4151
2/6/2020,Thursday,37,20,February,Winter,Wind,19,5475
1/23/2020,Thursday,23,21,January,Winter,Wind,20,3133
12/30/2020,Wednesday,365,22,December,Winter,Wind,21,5610
1/1/2021,Friday,1,23,January,Winter,Wind,22,1180
1/7/2022,Friday,7,4,January,Winter,Wind,3,9500
2/13/2022,Sunday,44,23,February,Winter,Wind,22,14860
5/4/2021,Tuesday,124,7,May,Spring,Wind,6,12970
12/1/2021,Wednesday,335,3,December,Winter,Wind,2,13548
10/12/2021,Tuesday,285,18,October,Fall,Wind,17,5195
7/24/2020,Friday,206,7,July,Summer,Wind,6,1623
11/30/2021,Tuesday,334,10,November,Fall,Wind,9,12057
8/14/2021,Saturday,226,2,August,Summer,Wind,1,1334
10/10/2022,Monday,283,2,October,Fall,Wind,1,4732
9/9/2022,Friday,252,11,September,Fall,Wind,10,11625
10/1/2022,Saturday,274,12,October,Fall,Wind,11,12984
10/30/2022,Sunday,303,3,October,Fall,Wind,2,3262
3/23/2020,Monday,83,10,March,Spring,Wind,9,8575
3/25/2021,Thursday,84,2,March,Spring,Wind,1,1828
2/1/2022,Tuesday,32,13,February,Winter,Wind,12,13410
3/6/2021,Saturday,65,18,March,Spring,Wind,17,4663
7/4/2020,Saturday,186,6,July,Summer,Wind,5,5283
10/4/2021,Monday,277,13,October,Fall,Wind,12,7881
3/31/2020,Tuesday,91,8,March,Spring,Wind,7,6917
6/9/2021,Wednesday,160,7,June,Summer,Wind,6,828
11/21/2020,Saturday,326,5,November,Fall,Wind,4,3570
2/11/2020,Tuesday,42,9,February,Winter,Wind,8,11477
4/24/2022,Sunday,114,8,April,Spring,Wind,7,2857
9/29/2022,Thursday,272,12,September,Fall,Solar,11,3748
11/6/2022,Sunday,310,20,November,Fall,Wind,19,11005
8/14/2020,Friday,227,3,August,Summer,Wind,2,2037
8/28/2022,Sunday,240,12,August,Summer,Solar,11,8084
8/12/2022,Friday,224,15,August,Summer,Solar,14,8451
4/24/2021,Saturday,114,19,April,Spring,Wind,18,6916
6/20/2022,Monday,171,21,June,Summer,Wind,20,4764
12/2/2021,Thursday,336,13,December,Winter,Wind,12,11209
7/24/2021,Saturday,205,15,July,Summer,Solar,14,6436
8/11/2022,Thursday,223,11,August,Summer,Solar,10,6084
6/24/2021,Thursday,175,11,June,Summer,Solar,10,3760
4/28/2021,Wednesday,118,12,April,Spring,Solar,11,2519
1/22/2020,Wednesday,22,4,January,Winter,Wind,3,3108
2/26/2021,Friday,57,21,February,Winter,Wind,20,5112
3/22/2022,Tuesday,81,19,March,Spring,Wind,18,3566
12/13/2020,Sunday,348,16,December,Winter,Wind,15,7786
10/16/2021,Saturday,289,13,October,Fall,Solar,12,4435
1/20/2021,Wednesday,20,5,January,Winter,Wind,4,12021
12/7/2020,Monday,342,11,December,Winter,Wind,10,1923
2/4/2020,Tuesday,35,2,February,Winter,Wind,1,10533
5/5/2022,Thursday,125,1,May,Spring,Wind,0,2100
7/18/2022,Monday,199,16,July,Summer,Solar,15,7346
6/13/2020,Saturday,165,13,June,Summer,Wind,12,5469
7/10/2021,Saturday,191,10,July,Summer,Solar,9,2472
7/20/2020,Monday,202,14,July,Summer,Solar,13,6056
7/22/2020,Wednesday,204,7,July,Summer,Wind,6,3797
7/19/2022,Tuesday,200,12,July,Summer,Solar,11,8527
2/1/2020,Saturday,32,23,February,Winter,Wind,22,8577
12/24/2021,Friday,358,2,December,Winter,Wind,1,5405
6/1/2022,Wednesday,152,9,June,Summer,Solar,8,2273
7/20/2020,Monday,202,12,July,Summer,Solar,11,5721
3/26/2022,Saturday,85,16,March,Spring,Wind,15,12068
8/2/2021,Monday,214,18,August,Summer,Solar,17,4625
10/21/2020,Wednesday,295,2,October,Fall,Wind,1,8525
2/17/2020,Monday,48,16,February,Winter,Wind,15,12651
4/30/2021,Friday,120,10,April,Spring,Solar,9,2080
9/14/2020,Monday,258,9,September,Fall,Wind,8,3313
5/23/2021,Sunday,143,14,May,Spring,Wind,13,9422
11/21/2021,Sunday,325,21,November,Fall,Wind,20,4770
5/11/2021,Tuesday,131,1,May,Spring,Wind,0,2157
10/20/2021,Wednesday,293,0,October,Fall,Wind,23,14105
8/5/2021,Thursday,217,8,August,Summer,Wind,7,1806
8/15/2020,Saturday,228,14,August,Summer,Solar,13,3858
1/24/2022,Monday,24,9,January,Winter,Wind,8,2904
8/2/2020,Sunday,215,14,August,Summer,Solar,13,5632
3/16/2020,Monday,76,22,March,Spring,Wind,21,1514
7/17/2020,Friday,199,13,July,Summer,Solar,12,4317
4/15/2021,Thursday,105,21,April,Spring,Wind,20,4915
9/21/2021,Tuesday,264,20,September,Fall,Wind,19,2280
9/10/2021,Friday,253,2,September,Fall,Wind,1,2474
12/7/2021,Tuesday,341,19,December,Winter,Wind,18,13600
1/23/2020,Thursday,23,6,January,Winter,Wind,5,5219
5/29/2022,Sunday,149,19,May,Spring,Wind,18,6869
10/14/2021,Thursday,287,22,October,Fall,Wind,21,1352
2/13/2021,Saturday,44,5,February,Winter,Wind,4,7529
3/20/2020,Friday,80,4,March,Spring,Wind,3,3276
4/1/2021,Thursday,91,18,April,Spring,Wind,17,6463
6/18/2021,Friday,169,9,June,Summer,Wind,8,3797
1/6/2020,Monday,6,1,January,Winter,Wind,0,2280
8/3/2022,Wednesday,215,10,August,Summer,Solar,9,3320
9/2/2022,Friday,245,7,September,Fall,Wind,6,1890
2/24/2022,Thursday,55,23,February,Winter,Wind,22,7938
2/22/2021,Monday,53,17,February,Winter,Wind,16,3871
12/5/2021,Sunday,339,19,December,Winter,Wind,18,6076
3/22/2020,Sunday,82,23,March,Spring,Wind,22,9398
10/26/2022,Wednesday,299,12,October,Fall,Wind,11,8276
11/29/2021,Monday,333,22,November,Fall,Wind,21,3962
12/22/2021,Wednesday,356,15,December,Winter,Wind,14,4444
8/12/2022,Friday,224,3,August,Summer,Wind,2,4278
4/18/2021,Sunday,108,1,April,Spring,Wind,0,5087
3/17/2021,Wednesday,76,18,March,Spring,Wind,17,9301
9/21/2022,Wednesday,264,13,September,Fall,Solar,12,7737
4/21/2021,Wednesday,111,8,April,Spring,Wind,7,1406
5/28/2021,Friday,148,18,May,Spring,Solar,17,3776
8/14/2021,Saturday,226,18,August,Summer,Solar,17,3393
3/16/2021,Tuesday,75,7,March,Spring,Wind,6,2975
4/27/2022,Wednesday,117,10,April,Spring,Wind,9,5614
2/24/2022,Thursday,55,12,February,Winter,Wind,11,13438
12/1/2022,Thursday,335,0,December,Winter,Wind,23,2895
9/17/2022,Saturday,260,9,September,Fall,Wind,8,5418
9/21/2020,Monday,265,4,September,Fall,Wind,3,831
4/6/2021,Tuesday,96,16,April,Spring,Wind,15,11561
7/20/2021,Tuesday,201,15,July,Summer,Solar,14,6790
11/16/2021,Tuesday,320,15,November,Fall,Solar,14,1816
2/5/2020,Wednesday,36,10,February,Winter,Wind,9,2561
4/9/2020,Thursday,100,7,April,Spring,Wind,6,723
4/16/2022,Saturday,106,13,April,Spring,Solar,12,10869
11/24/2020,Tuesday,329,16,November,Fall,Wind,15,3478
10/1/2022,Saturday,274,18,October,Fall,Wind,17,11516
3/20/2020,Friday,80,15,March,Spring,Wind,14,7648
9/20/2022,Tuesday,263,5,September,Fall,Wind,4,2045
5/25/2022,Wednesday,145,2,May,Spring,Wind,1,2176
10/5/2020,Monday,279,19,October,Fall,Wind,18,9525
11/11/2021,Thursday,315,10,November,Fall,Solar,9,2291
6/29/2020,Monday,181,21,June,Summer,Wind,20,5595
2/19/2020,Wednesday,50,23,February,Winter,Wind,22,5890
5/27/2021,Thursday,147,8,May,Spring,Wind,7,1177
12/21/2021,Tuesday,355,15,December,Winter,Solar,14,3041
4/8/2021,Thursday,98,9,April,Spring,Solar,8,1410
5/7/2020,Thursday,128,2,May,Spring,Wind,1,2969
6/9/2020,Tuesday,161,9,June,Summer,Wind,8,3222
9/6/2022,Tuesday,249,11,September,Fall,Solar,10,5098
9/25/2021,Saturday,268,7,September,Fall,Wind,6,1515
1/13/2020,Monday,13,3,January,Winter,Wind,2,2606
1/22/2021,Friday,22,5,January,Winter,Wind,4,6026
2/12/2021,Friday,43,12,February,Winter,Wind,11,9330
1/25/2020,Saturday,25,3,January,Winter,Wind,2,990
7/14/2020,Tuesday,196,7,July,Summer,Wind,6,1405
5/16/2020,Saturday,137,18,May,Spring,Wind,17,3934
10/11/2021,Monday,284,5,October,Fall,Wind,4,2957
10/26/2021,Tuesday,299,18,October,Fall,Wind,17,3795
10/20/2020,Tuesday,294,9,October,Fall,Wind,8,9704
9/13/2021,Monday,256,3,September,Fall,Wind,2,2600
6/10/2020,Wednesday,162,15,June,Summer,Solar,14,3223
11/9/2022,Wednesday,313,1,November,Fall,Wind,0,9942
3/31/2020,Tuesday,91,2,March,Spring,Wind,1,6769
12/14/2022,Wednesday,348,13,December,Winter,Solar,12,3161
9/28/2021,Tuesday,271,20,September,Fall,Wind,19,2560
12/3/2021,Friday,337,17,December,Winter,Wind,16,11600
3/6/2021,Saturday,65,4,March,Spring,Wind,3,6261
11/13/2020,Friday,318,21,November,Fall,Wind,20,4406
10/25/2021,Monday,298,21,October,Fall,Wind,20,3029
3/18/2021,Thursday,77,7,March,Spring,Wind,6,3377
1/10/2022,Monday,10,21,January,Winter,Wind,20,2428
1/21/2022,Friday,21,7,January,Winter,Wind,6,4966
2/18/2022,Friday,49,13,February,Winter,Wind,12,18336
1/3/2022,Monday,3,13,January,Winter,Wind,12,12157
11/3/2021,Wednesday,307,5,November,Fall,Wind,4,3777
2/27/2021,Saturday,58,1,February,Winter,Wind,0,5629
7/5/2022,Tuesday,186,3,July,Summer,Wind,2,3640
11/19/2022,Saturday,323,19,November,Fall,Wind,18,3199
9/15/2020,Tuesday,259,23,September,Fall,Wind,22,800
9/13/2021,Monday,256,7,September,Fall,Wind,6,1809
5/16/2020,Saturday,137,5,May,Spring,Wind,4,2813
5/10/2021,Monday,130,9,May,Spring,Wind,8,7430
11/14/2020,Saturday,319,8,November,Fall,Wind,7,6776
12/22/2021,Wednesday,356,19,December,Winter,Wind,18,4956
12/30/2021,Thursday,364,21,December,Winter,Wind,20,5323
2/11/2022,Friday,42,14,February,Winter,Solar,13,5377
6/3/2022,Friday,154,11,June,Summer,Solar,10,3195
6/5/2021,Saturday,156,16,June,Summer,Solar,15,5731
4/23/2022,Saturday,113,15,April,Spring,Wind,14,8182
10/19/2020,Monday,293,10,October,Fall,Wind,9,4115
3/9/2021,Tuesday,68,9,March,Spring,Wind,8,2948
11/20/2022,Sunday,324,16,November,Fall,Wind,15,10704
3/21/2022,Monday,80,22,March,Spring,Wind,21,4890
6/6/2021,Sunday,157,3,June,Summer,Wind,2,1515
1/8/2020,Wednesday,8,22,January,Winter,Wind,21,4286
1/12/2021,Tuesday,12,19,January,Winter,Wind,18,7095
10/9/2022,Sunday,282,22,October,Fall,Wind,21,4626
9/23/2022,Friday,266,10,September,Fall,Solar,9,2353
6/18/2020,Thursday,170,19,June,Summer,Wind,18,4084
8/25/2021,Wednesday,237,8,August,Summer,Wind,7,4847
3/28/2021,Sunday,87,14,March,Spring,Wind,13,9230
4/15/2022,Friday,105,11,April,Spring,Solar,10,4254
9/27/2021,Monday,270,18,September,Fall,Wind,17,8144
2/28/2020,Friday,59,0,February,Winter,Wind,23,11729
10/26/2022,Wednesday,299,14,October,Fall,Wind,13,8890
8/30/2021,Monday,242,0,August,Summer,Wind,23,4985
8/23/2021,Monday,235,11,August,Summer,Solar,10,5721
3/23/2022,Wednesday,82,5,March,Spring,Wind,4,2983
4/15/2022,Friday,105,13,April,Spring,Solar,12,6717
3/18/2022,Friday,77,2,March,Spring,Wind,1,6520
9/16/2021,Thursday,259,14,September,Fall,Solar,13,2804
10/3/2022,Monday,276,17,October,Fall,Solar,16,4509
9/24/2020,Thursday,268,11,September,Fall,Wind,10,6742
6/29/2020,Monday,181,20,June,Summer,Wind,19,7439
12/31/2020,Thursday,366,21,December,Winter,Wind,20,1447
11/23/2021,Tuesday,327,11,November,Fall,Wind,10,8964
1/12/2021,Tuesday,12,2,January,Winter,Wind,1,10824
4/29/2020,Wednesday,120,2,April,Spring,Wind,1,5296
11/15/2020,Sunday,320,23,November,Fall,Wind,22,11803
10/1/2022,Saturday,274,22,October,Fall,Wind,21,7753
10/13/2021,Wednesday,286,12,October,Fall,Solar,11,4854
2/11/2021,Thursday,42,1,February,Winter,Wind,0,3949
10/3/2020,Saturday,277,11,October,Fall,Wind,10,5475
11/3/2020,Tuesday,308,1,November,Fall,Wind,0,3597
5/9/2020,Saturday,130,19,May,Spring,Wind,18,2119
11/17/2021,Wednesday,321,5,November,Fall,Wind,4,1951
5/3/2020,Sunday,124,23,May,Spring,Wind,22,705
1/30/2022,Sunday,30,23,January,Winter,Wind,22,4165
6/20/2021,Sunday,171,9,June,Summer,Wind,8,2936
6/24/2021,Thursday,175,19,June,Summer,Solar,18,3658
10/14/2022,Friday,287,2,October,Fall,Wind,1,3238
1/3/2022,Monday,3,6,January,Winter,Wind,5,9682
10/10/2020,Saturday,284,20,October,Fall,Wind,19,3960
1/11/2022,Tuesday,11,5,January,Winter,Wind,4,2596
1/14/2021,Thursday,14,6,January,Winter,Wind,5,7274
8/5/2022,Friday,217,17,August,Summer,Wind,16,9554
7/3/2021,Saturday,184,22,July,Summer,Wind,21,1163
7/15/2021,Thursday,196,14,July,Summer,Wind,13,9480
6/10/2021,Thursday,161,22,June,Summer,Wind,21,1475
4/1/2020,Wednesday,92,14,April,Spring,Solar,13,5326
7/13/2022,Wednesday,194,5,July,Summer,Wind,4,1270
1/14/2022,Friday,14,9,January,Winter,Wind,8,891
6/19/2021,Saturday,170,1,June,Summer,Wind,0,3276
12/4/2022,Sunday,338,3,December,Winter,Wind,2,3252
12/10/2021,Friday,344,12,December,Winter,Wind,11,15172
4/12/2020,Sunday,103,12,April,Spring,Solar,11,3663
10/12/2021,Tuesday,285,17,October,Fall,Wind,16,6430
1/2/2021,Saturday,2,17,January,Winter,Wind,16,1915
12/24/2021,Friday,358,8,December,Winter,Wind,7,3556
8/18/2022,Thursday,230,19,August,Summer,Wind,18,5074
9/18/2022,Sunday,261,14,September,Fall,Solar,13,11642
5/20/2022,Friday,140,8,May,Spring,Wind,7,3605
7/10/2021,Saturday,191,18,July,Summer,Solar,17,4998
6/15/2021,Tuesday,166,9,June,Summer,Solar,8,2124
3/14/2021,Sunday,73,16,March,Spring,Wind,15,13538
9/11/2020,Friday,255,8,September,Fall,Wind,7,863
10/8/2022,Saturday,281,3,October,Fall,Wind,2,2668
8/25/2022,Thursday,237,6,August,Summer,Wind,5,2718
6/17/2022,Friday,168,11,June,Summer,Solar,10,5052
4/7/2021,Wednesday,97,14,April,Spring,Wind,13,10615
7/18/2022,Monday,199,20,July,Summer,Wind,19,3281
12/15/2021,Wednesday,349,6,December,Winter,Wind,5,1409
11/21/2021,Sunday,325,11,November,Fall,Wind,10,2456
7/4/2021,Sunday,185,10,July,Summer,Wind,9,2396
11/7/2020,Saturday,312,21,November,Fall,Wind,20,4648
4/16/2020,Thursday,107,8,April,Spring,Wind,7,4534
10/17/2020,Saturday,291,17,October,Fall,Solar,16,2239
12/26/2020,Saturday,361,5,December,Winter,Wind,4,2696
6/21/2022,Tuesday,172,4,June,Summer,Wind,3,4315
3/10/2020,Tuesday,70,7,March,Spring,Wind,6,11868
4/22/2022,Friday,112,6,April,Spring,Wind,5,4985
6/8/2020,Monday,160,16,June,Summer,Wind,15,6035
8/22/2022,Monday,234,16,August,Summer,Solar,15,6048
4/17/2020,Friday,108,0,April,Spring,Wind,23,2134
2/3/2020,Monday,34,2,February,Winter,Wind,1,8377
1/17/2021,Sunday,17,6,January,Winter,Wind,5,5132
10/31/2021,Sunday,304,15,October,Fall,Wind,14,14012
1/6/2021,Wednesday,6,8,January,Winter,Wind,7,1097
11/23/2021,Tuesday,327,12,November,Fall,Wind,11,9443
1/28/2022,Friday,28,20,January,Winter,Wind,19,2744
3/4/2021,Thursday,63,18,March,Spring,Wind,17,2940
9/6/2022,Tuesday,249,4,September,Fall,Wind,3,3375
11/27/2020,Friday,332,9,November,Fall,Wind,8,1726
6/20/2021,Sunday,171,10,June,Summer,Wind,9,3324
6/5/2022,Sunday,156,5,June,Summer,Wind,4,1412
8/15/2022,Monday,227,9,August,Summer,Wind,8,3458
10/29/2021,Friday,302,23,October,Fall,Wind,22,5728
3/16/2020,Monday,76,9,March,Spring,Wind,8,3472
10/2/2022,Sunday,275,5,October,Fall,Wind,4,5081
5/27/2020,Wednesday,148,6,May,Spring,Wind,5,3501
2/19/2021,Friday,50,20,February,Winter,Wind,19,7404
4/24/2022,Sunday,114,14,April,Spring,Wind,13,6629
6/28/2020,Sunday,180,22,June,Summer,Wind,21,2513
1/26/2020,Sunday,26,6,January,Winter,Wind,5,2318
5/27/2021,Thursday,147,0,May,Spring,Wind,23,2486
2/7/2020,Friday,38,22,February,Winter,Wind,21,5778
7/24/2022,Sunday,205,5,July,Summer,Wind,4,636
8/24/2021,Tuesday,236,9,August,Summer,Wind,8,5304
4/11/2022,Monday,101,3,April,Spring,Wind,2,9774
7/29/2020,Wednesday,211,15,July,Summer,Solar,14,3995
3/7/2021,Sunday,66,5,March,Spring,Wind,4,1964
12/12/2021,Sunday,346,19,December,Winter,Wind,18,2239
5/16/2020,Saturday,137,11,May,Spring,Solar,10,3117
3/14/2021,Sunday,73,7,March,Spring,Wind,6,10061
3/14/2020,Saturday,74,22,March,Spring,Wind,21,3347
10/23/2022,Sunday,296,10,October,Fall,Wind,9,8440
11/7/2021,Sunday,311,5,November,Fall,Wind,4,6367
4/9/2021,Friday,99,14,April,Spring,Wind,13,7304
11/7/2021,Sunday,311,10,November,Fall,Wind,9,6065
10/18/2022,Tuesday,291,19,October,Fall,Wind,18,2808
12/19/2021,Sunday,353,9,December,Winter,Wind,8,2880
6/12/2020,Friday,164,2,June,Summer,Wind,1,3732
6/18/2022,Saturday,169,16,June,Summer,Solar,15,8036
7/15/2021,Thursday,196,5,July,Summer,Wind,4,7756
4/9/2022,Saturday,99,23,April,Spring,Wind,22,1982
6/22/2022,Wednesday,173,23,June,Summer,Wind,22,1443
1/2/2020,Thursday,2,22,January,Winter,Wind,21,6813
7/31/2021,Saturday,212,10,July,Summer,Wind,9,3783
12/15/2022,Thursday,349,19,December,Winter,Wind,18,8325
5/12/2022,Thursday,132,2,May,Spring,Wind,1,4422
7/26/2020,Sunday,208,4,July,Summer,Wind,3,4363
11/25/2022,Friday,329,21,November,Fall,Wind,20,3904
11/8/2022,Tuesday,312,1,November,Fall,Wind,0,12279
2/28/2022,Monday,59,1,February,Winter,Wind,0,6533
9/30/2022,Friday,273,6,September,Fall,Wind,5,1051
11/22/2021,Monday,326,21,November,Fall,Wind,20,10245
3/17/2021,Wednesday,76,11,March,Spring,Wind,10,10332
4/22/2022,Friday,112,14,April,Spring,Solar,13,8575
4/22/2022,Friday,112,5,April,Spring,Wind,4,5191
2/6/2020,Thursday,37,22,February,Winter,Wind,21,5819
10/13/2020,Tuesday,287,19,October,Fall,Wind,18,3429
11/4/2022,Friday,308,18,November,Fall,Wind,17,6273
1/5/2021,Tuesday,5,11,January,Winter,Wind,10,2310
3/8/2020,Sunday,68,19,March,Spring,Wind,18,7446
